Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch,stunting_ch,wasting_ch,overweight_ch,chweight
Total,2017,Urban,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,100,0,0,,,0,0,0,100,100,100,100,100.0,,,,7.0,100,0,100,0,100.0,100,0,0,100.0,0.0,0.0,0.0,0.8609110873190432
Total,2017,Urban,North,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.8609110873190432
Total,2017,Urban,North,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,100,0,0,100,100,100,100,,,,,4.0,0,0,100,0,,0,0,0,,100.0,0.0,100.0,0.8609110873190432
Total,2017,Urban,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,100,0,0,,,100,100,0,100,100,100,100,100.0,,,,6.0,100,0,100,0,100.0,100,0,0,100.0,0.0,0.0,0.0,0.8609110873190432
Total,2017,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,100,100,100,100,100,100,100,,3.0,,,3.0,0,0,100,0,,0,100,0,,0.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,100,0,0,,100.0,100,100,0,100,100,100,100,100.0,,,,4.0,0,100,100,0,100.0,100,0,0,100.0,100.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,100,0,0,100,100,0,100,,,,,4.0,0,0,100,0,,0,0,0,,0.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,100,100,0,100,100,100,100,,,,,3.0,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,100,100,100,100,100,100,100,,3.0,,,4.0,0,0,100,0,,0,100,0,,0.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,100,100,100,100,100,100,,3.0,3.0,,6.0,0,0,100,0,,0,100,0,,100.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,100,100,100,100,100,100,,3.0,,,6.0,0,0,100,0,,0,100,0,,0.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,100,0,100,100,100,100,,,,,3.0,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.1665976906302453
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.0352866356842516
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,0,0,0,100,0,100,100,,,,,1.0,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.0352866356842516
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.0352866356842516
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0,0.0,100.0,0.0,1.0352866356842516
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.0352866356842516
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.0352866356842516
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,0,100,0,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0,0.0,100.0,0.0,1.0352866356842516
Total,2017,Rural,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,0,0,0,100,0,100,0,,,,,3.0,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.0352866356842516
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.0352866356842516
Total,2017,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.0352866356842516
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,100,0,0,,,100,0,0,0,0,0,0,,,,,5.0,0,0,100,0,,0,0,0,,0.0,100.0,0.0,1.0352866356842516
Total,2017,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.0750382296747498
Total,2017,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,100,0,0,,,100,100,100,100,100,100,100,100.0,5.0,3.0,,6.0,100,0,100,0,100.0,100,100,0,100.0,,100.0,0.0,1.0750382296747498
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.0750382296747498
Total,2017,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,100,100,100,100,100,100,100,,,6.0,1.0,5.0,0,0,100,0,,0,100,0,,0.0,100.0,0.0,1.0750382296747498
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,0,0,,,100,0,100,100,100,100,100,,3.0,3.0,,3.0,0,0,100,0,,0,100,0,,100.0,0.0,0.0,1.0750382296747498
Total,2017,Rural,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,0,0,0,0,100,100,100,,,,,3.0,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.013567335634932
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,100,0,0,,,0,0,0,100,0,0,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0,100.0,0.0,0.0,1.013567335634932
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,100,0,0,,,0,0,0,100,0,0,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0,100.0,0.0,0.0,1.013567335634932
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0,0.0,0.0,0.0,1.013567335634932
Total,2017,Rural,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.013567335634932
Total,2017,Rural,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,100,0,0,,,100,0,0,100,0,100,100,100.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.013567335634932
Total,2017,Rural,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,0,,0.0,100,0,100,0,100,0,0,0.0,4.0,,,5.0,0,0,100,100,100.0,0,100,0,0.0,0.0,100.0,0.0,1.013567335634932
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,100,0,0,0,0,0,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.013567335634932
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,0,,0.0,0,0,0,100,0,0,0,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0,0.0,,,1.0780971761686404
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0780971761686404
Total,2017,Rural,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,0,0,0,100,100,100,0,,,,,2.0,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.0780971761686404
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0780971761686404
Total,2017,Rural,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.0780971761686404
Total,2017,Rural,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,100,0,0,,,100,0,0,0,100,0,0,0.0,,,,5.0,100,0,100,0,100.0,0,0,0,0.0,0.0,100.0,0.0,1.0780971761686404
Total,2017,Rural,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0780971761686404
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,100,0,0,0,100,0,0,,,,,4.0,0,0,100,0,,0,0,0,,100.0,0.0,0.0,1.0780971761686404
Total,2017,Rural,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0780971761686404
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,100,0,0,0,100,0,100,,,,,6.0,0,0,100,0,,0,0,0,,0.0,100.0,0.0,1.0780971761686404
Total,2017,Urban,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,0,,0.0,100,100,100,100,100,100,100,100.0,,6.0,,6.0,0,0,100,100,100.0,0,100,100,100.0,0.0,0.0,0.0,1.088869147849549
Total,2017,Urban,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.088869147849549
Total,2017,Urban,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,100,0,0,100,100,100,100,,,,,5.0,0,0,100,0,,0,0,0,,,0.0,0.0,1.088869147849549
Total,2017,Urban,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,0,100,100,0,0,0,,,100,0,100,100,0,0,100,0.0,6.0,,,6.0,0,0,100,100,100.0,0,100,0,0.0,100.0,0.0,0.0,1.088869147849549
Total,2017,Urban,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,100,0,0,,100.0,0,100,0,100,100,100,100,100.0,,,,7.0,0,100,100,0,100.0,100,0,0,100.0,0.0,0.0,0.0,1.088869147849549
Total,2017,Urban,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,,3.0,,6.0,0,0,100,100,100.0,0,100,100,100.0,100.0,0.0,0.0,1.088869147849549
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0300559908557871
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,100,0,100,100,100,100,100,,,2.0,,3.0,0,0,100,0,,0,100,0,,100.0,0.0,0.0,1.0300559908557871
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.0300559908557871
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,0,0,0,100,100,100,100,,,,,3.0,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0300559908557871
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,0,,0.0,100,100,100,100,100,100,100,100.0,6.0,6.0,,6.0,0,0,100,100,100.0,0,100,100,100.0,0.0,0.0,0.0,1.0300559908557871
Total,2017,Rural,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0,100.0,100.0,0.0,1.0300559908557871
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,100,0,0,,,100,0,0,0,100,100,0,,,,,7.0,0,0,100,0,,0,0,0,,0.0,0.0,0.0,1.0389990573969425
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0389990573969425
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,0,0,0,100,0,100,0,,,,,2.0,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0389990573969425
Total,2017,Rural,North,Middle,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,100,0,0,,,100,0,100,0,0,0,0,0.0,1.0,,,2.0,100,0,0,0,100.0,0,0,0,0.0,0.0,0.0,0.0,1.0389990573969425
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,100,0,0,100,0,100,0,,,,,4.0,0,0,100,0,,0,0,0,,0.0,100.0,0.0,1.0389990573969425
Total,2017,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.0389990573969425
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,0,0,100,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.3320408616212758
Total,2017,Rural,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,100,100,100,100,100,100,100,,,3.0,,4.0,0,0,100,0,,0,100,0,,100.0,0.0,0.0,1.3320408616212758
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,0,,0.0,100,100,100,100,100,100,100,100.0,6.0,6.0,,7.0,0,0,100,100,100.0,0,100,100,100.0,100.0,0.0,0.0,1.3320408616212758
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.3320408616212758
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.3320408616212758
Total,2017,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.3320408616212758
Total,2017,Rural,North,Middle,Lao-Tai,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Higher,0,100,0,0,100,100,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0,0.0,0.0,100.0,1.3320408616212758
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,100,0,0,,,100,0,0,100,0,100,100,100.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0,100.0,0.0,0.0,0.8877632401173122
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0,,100.0,0.0,0.8877632401173122
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.8877632401173122
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,0.8877632401173122
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.2872160985133245
Total,2017,Rural,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.2872160985133245
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.2872160985133245
Total,2017,Urban,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,0,100,100,100,0,0,,,100,100,100,100,100,100,100,100.0,4.0,4.0,,,0,0,100,0,0.0,0,100,0,0.0,0.0,0.0,0.0,0.43844084548418694
Total,2017,Urban,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,100.0,0.0,0.43844084548418694
Total,2017,Urban,North,Middle,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,100.0,0.0,0.43844084548418694
Total,2017,Urban,North,Richest,Lao-Tai,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,0.43844084548418694
Total,2017,Urban,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,4.0,3.0,,4.0,0,0,100,100,100.0,0,100,100,100.0,0.0,100.0,0.0,0.43844084548418694
Total,2017,Urban,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.43844084548418694
Total,2017,Urban,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,100.0,0.0,0.43844084548418694
Total,2017,Urban,North,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,0,100,0,0,100,100,100,0,0,,,0,100,100,100,100,0,0,100.0,,,,5.0,100,0,100,0,100.0,100,0,0,100.0,0.0,0.0,0.0,0.9911965795003748
Total,2017,Urban,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,0,100,100,0,0.0,,0,0,0,0,0,0,0,,,,,2.0,0,0,0,0,,0,0,0,,,,,0.9911965795003748
Total,2017,Urban,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,100,0,100,100,100,0,0,,5.0,4.0,,3.0,0,0,100,0,,0,100,0,,0.0,100.0,0.0,0.9911965795003748
Total,2017,Urban,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,,,0.9911965795003748
