Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,WAZ_WHO,HAZ_WHO,WHZ_WHO,Flag_WHO,FLAG_HAZ,FLAG_WHZ,stunting_ch,wasting_ch,overweight_ch,CHWEIGHT
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-3.255,-3.881,-1.421,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,-1.945,-2.168,-1.129,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,-1.095,-0.773,-1.018,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-0.211,-1.942,1.5,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,-1.407,-1.639,-0.888,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,100,,,-2.467,-1.588,-2.023,,No error,No error,0.0,100.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,-1.671,-2.136,-0.201,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,-2.895,-2.597,-1.213,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-3.678,-5.598,-0.806,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-0.773,-1.39,-0.043,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-3.847,-5.625,-0.606,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,-2.595,-3.799,0.803,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-2.324,-4.498,0.831,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-2.516,-5.112,1.079,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,-2.84,-0.494,-3.523,,No error,No error,0.0,100.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,100,,,-0.204,0.123,-0.349,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-2.578,-4.691,0.555,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-1.226,-3.827,1.409,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,100,,0.0,-1.251,-3.12,0.435,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,100,,,-1.116,-1.906,0.079,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-1.898,-2.923,-0.133,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,-1.76,-1.669,-0.899,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-0.813,-1.877,0.318,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-2.731,-3.684,-0.86,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,100,100,,100.0,-5.691,-8.494,0.678,HAZ,Error flag,No error,,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-0.628,-3.156,1.852,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-1.385,-2.991,0.229,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-2.649,-4.576,0.34,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-1.531,0.893,-3.001,,No error,No error,0.0,100.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-1.264,-4.014,1.511,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,100,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,0,100,100,100,100,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-0.871,-2.861,1.128,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.807,-3.48,0.383,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,-1.563,-1.254,-1.303,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,100,,0.0,-1.347,-0.778,-1.353,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.69,-0.898,-1.761,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-1.404,-1.307,-0.902,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,100,100,100.0,,0.113,1.54,-2.301,,No error,No error,0.0,100.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.707,-2.514,-0.32,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,-2.228,-2.164,-1.619,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.537,-1.172,-1.287,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-2.289,-2.387,-1.416,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,100,0,0,100,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-0.511,-2.085,0.866,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-1.271,-0.865,-1.137,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-1.855,-2.343,-0.826,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,100,,,-1.535,1.034,-2.791,,No error,No error,0.0,100.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.261,-1.767,-0.382,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,0,100,0.0,,2.238,1.58,1.117,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-0.223,-0.804,0.243,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,1.078,0.619,1.035,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,100,0,100,,100.0,-1.339,-0.442,-1.56,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,100,0,100,,,-0.7,0.525,-1.26,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.451,-1.91,-0.618,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,100,0,100,,,0.025,0.379,-0.169,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,0,0,0,0,0.0,,,,,,No error,No error,,,,1.1892693278125306
